Text,Question
I didnt want even to show him the letter but to prevent him  from coming by some stratagem with your help,0
Let me tell you for my part that I am sick of this,0
Polenka how much have you got?,1
Now  she flew at him almost in a frenzy,0
Raskolnikov sat up,0
escort Dounia home,0
As  before he put his left arm round the sick mans head raised him up  and gave him tea in spoonfuls again blowing each spoonful steadily and  earnestly as though this process was the principal and most effective  means towards his friends recovery,0
Who makes the `` Die Hard  car battery,1
When you are not able to walk when your face is as white as a  sheet and you are gasping for breath!,0
What s the US Navy hymn,1
I shall have  the honour of visiting you and paying you my respects at your lodgings  not later than to-morrow evening at eight oclock precisely and  herewith I venture to present my earnest and I may add imperative  request that Rodion Romanovitch may not be present at our interview--as  he offered me a gross and unprecedented affront on the occasion of my  visit to him in his illness yesterday and moreover since I desire  from you personally an indispensable and circumstantial explanation  upon a certain point in regard to which I wish to learn your own  interpretation,0
He turned round,0
An innocent creature like that drunk already!,0
What vehicles are raced in the Tour de France,1
What Honeymooners actress did Television magazine name as 1953 s most promising star,1
Who famously rode to warn the people of Massachusetts that the British were coming,1
Why had he come back here?,1
Raskolnikov put in,0
How many colleges are in Wyoming,1
You saw Zossimov  went away just now to avoid irritating me,0
But now in prison _in freedom_ he thought over and criticised all his  actions again and by no means found them so blundering and so grotesque  as they had seemed at the fatal time,0
I dont know Sonia articulated mournfully,0
What is the Jewish bible called,1
Had he really been expecting  something or not?,1
I saw it all plain as daylight but if I hadnt expected you  so specially I should not have noticed anything in your laughter,0
To begin with the whole  story contradicts itself,0
What is the definition of ` graphic details,1
She spoke as a rule  little and as we have said already she was very submissive and timid,0
cried Koch astonished,0
But this artificial excitement could not last long,0
A  great point for you is whether a man is spending money or not,0
And yet he had a very grave problem before him to put it back and to  escape observation as far as possible in doing so,0
But he knew he was not looking thoroughly that there might be something  quite noticeable that he was overlooking,0
She could not understand how Pyotr Petrovitch could deny  having enjoyed her fathers hospitality,0
Who sued the Dannon yougurt company for using a character named Ron Raider for promotion,1
And there are seven  children,0
She could not control herself and began crying bitterly,0
Then he was an author?,1
Katerina Ivanovna in fact could hardly help meeting her guests with  increased dignity and even haughtiness,0
Pulcheria Alexandrovna gazed at her timidly but the  three thousand roubles had obviously a soothing effect on her,0
She is angry ha-ha!,0
But after all how could he know  the character of the lodgings?,1
Why I  know one case in which a hypochondriac a man of forty cut the throat  of a little boy of eight because he couldnt endure the jokes he made  every day at table!,0
What materials did the three little pigs use to build their houses,1
Ive come to have it out with you Rodion Romanovitch my dear fellow!,0
He held out his hand and shook hands still  apparently making desperate efforts to subdue his mirth and utter a few  words to introduce himself,0
and besides Ive just been kissed by someone who if I had  killed anyone would just the same,0
I perfectly agree with you,0
Yes its an eating-house and theres a billiard-room and youll find  princesses there too,0
What is the origin of the word `` tampon,1
What was the target rate for M3 growth in 1992,1
Its impossible to be certain about that,0
There is law and justice on earth there is I will find it!,0
What is the probability that at least 2 out of 25 people will have the same birthday,1
She hasnt been  out of this room: she came straight from you you wretch and sat down  beside me everyone saw her,0
Porfiry said amiably holding out his hand with  excessive politeness,0
I saw clearly that it  was too naïvely expressed and that perhaps he simply has no skill  in writing,0
What US city is The Queen of the Pacific,1
I explained the way myself  told you where it was and the hours you could find me here,0
And theres no escaping form as you see Porfiry  muttered listening at the door through which a noise could be heard,0
Perhaps you are changing your lodging on  account of your familys arriving?,1
Coarse  laughing faces with pipes and cigarettes and heads wearing caps thrust  themselves in at the doorway,0
Sonia?,1
And whats  more Ivan Ivanitch Klopstock the civil counsellor--have you heard of  him?,1
I see she said that he has time for _his girl_,0
You know how I love you; you are all we have to look  to Dounia and I you are our all our one hope our one stay,0
Zossimov will be there too,0
He had too much confidence in himself in his power and in the  helplessness of his victims,0
Wont you have some tea now?,1
Sonia!,0
What is the high pitched sound that you hear in your ear every now and then  but then it goes away  after a while,1
Then what is your decision Rodya?,1
What was unusual about Alexandra s appearance in Josie and the Pussycats,1
He was too quiet by comparison with his manner at his entrance and  he felt this,0
N-no,0
What is lung cancer,1
I knew it!,0
What is the name of the kids  show from Canadian Public TV with the singing pineapple,1
Ive  been thinking all this time that we were simply boring you and now I see  that there is a great sorrow in store for you and thats why you are  miserable,0
